log_id,date,equipment_id,equipment_type,fault_reported,root_cause,action_taken,downtime_hours,spare_parts_used,engineer_id,outcome,follow_up_date
LOG-2025-0115,2025-05-28,CC-001,Continuous Caster,Secondary cooling spray nozzle blockage in Zone 3,Scale build-up in spray headers from unfiltered cooling water,Isolate Zone 3 spray circuit; Backflush headers with descaling solution; Replace blocked nozzles; Install inline water filter; Verify spray pattern with test run,4.3,"Spray nozzle (Zone 3 type, 8x), Inline strainer basket, Descaling chemical (50L)",ENG-105,ESCALATED,2025-05-31
LOG-2025-0116,2025-05-30,EAF-001,Electric Arc Furnace,Excessive dust emission from furnace roof during charging,Canopy hood extraction fan motor failure reducing suction,Suspend charging; Inspect extraction fan motor; Replace burned motor winding; Balance fan impeller; Restart extraction system; Verify negative pressure in canopy,6.6,"Fan motor (75 kW, 4-pole), V-belt set, Impeller balance weight set",ENG-101,RESOLVED,2025-08-18
LOG-2025-0117,2025-05-30,CP-001,Compressor,Compressor discharge pressure oscillating ±30 bar,Suction valve plate cracked causing intermittent valve leak-back,Shut down compressor; Remove valve assembly; Inspect valve plate and seat; Replace cracked valve plate; Lap valve seat; Reassemble and test at rated pressure,17.2,"Suction valve plate (Inconel 718), Valve seat gasket, Valve spring set",ENG-114,RESOLVED,2025-08-02
LOG-2025-0118,2025-05-31,EAF-001,Electric Arc Furnace,Roof delta section refractory erosion detected,Excessive slag splashing during oxygen lancing damaging delta refractory,Delay next heat; Cool furnace to safe temperature; Gunite damaged delta section; Allow curing time; Adjust oxygen lance angle for future heats; Resume melting,9.0,"High-MgO gunning mix (500 kg), Delta refractory bricks, Furnace roof gasket",ENG-103,RESOLVED,2025-08-28
LOG-2025-0119,2025-05-31,RM-001,Rolling Mill,Strip thickness variation exceeding ±0.05 mm tolerance,Work roll crown profile worn unevenly after extended campaign,Remove work rolls; Measure crown profile with profilometer; Re-grind rolls to target crown; Re-install and calibrate AGC system; Run test strip and verify thickness,8.3,None required (roll grinding consumables),ENG-103,RESOLVED,2025-08-27
LOG-2025-0120,2025-06-01,BF-002,Blast Furnace,Abnormal tuyere temperature spike above 1450°C,Tuyere nose erosion allowing direct contact with hot metal,Isolate affected tuyere; Reduce blast volume by 15%; Cool tuyere with emergency water injection; Replace tuyere nose assembly; Resume normal blast after thermal stabilisation,19.3,"Tuyere nose assembly, Copper cooling coil, Refractory patch kit",ENG-109,MONITORING,2025-06-13
LOG-2025-0121,2025-06-01,BF-002,Blast Furnace,Charging skip hoist motor tripping on overcurrent,Worn skip wheel bearings increasing mechanical load beyond motor rating,Lock out skip hoist; Inspect skip wheels and track; Replace worn wheel bearings; Lubricate track; Test motor current draw under load; Return to service,15.5,"Skip wheel bearing (pair), Track lubricant cartridge, Motor contactor",ENG-110,MONITORING,2025-06-05
LOG-2025-0122,2025-06-01,CP-001,Compressor,Oil carry-over into compressed air system,Piston ring wear allowing excessive oil migration past compression stage,Shut down compressor; Disassemble compression stage; Measure piston ring gaps; Replace worn rings and cylinder liner; Reassemble and test oil carry-over rate,20.7,"Piston ring set (3-ring), Cylinder liner, Coalescing filter element",ENG-115,RESOLVED,2025-08-24
LOG-2025-0123,2025-06-04,BF-002,Blast Furnace,Charging skip hoist motor tripping on overcurrent,Worn skip wheel bearings increasing mechanical load beyond motor rating,Lock out skip hoist; Inspect skip wheels and track; Replace worn wheel bearings; Lubricate track; Test motor current draw under load; Return to service,11.9,"Skip wheel bearing (pair), Track lubricant cartridge, Motor contactor",ENG-107,MONITORING,2025-06-12
LOG-2025-0124,2025-06-05,CV-001,Conveyor System,Belt splice failure — belt torn at vulcanised joint,Fatigue failure of vulcanised splice after exceeding design life cycles,Emergency stop; Secure belt ends; Cut damaged section; Prepare new splice with vulcanising press; Cure for specified time; Tension belt and test,15.5,"Splice rubber sheet, Vulcanising press consumable kit, Belt clamp set",ENG-102,RESOLVED,2025-07-10
LOG-2025-0125,2025-06-05,EAF-001,Electric Arc Furnace,Electrode arm vibration above 4.5 mm/s during melting phase,Electrode holder clamp loosening due to thermal cycling fatigue,Reduce power input; Inspect electrode holder clamps; Retorque clamp bolts to specification; Replace damaged spring washers; Resume power ramp-up gradually,5.2,"Electrode clamp bolt set (Grade 10.9), Spring washer pack, Anti-seize compound",ENG-103,MONITORING,2025-06-19
LOG-2025-0126,2025-06-07,CV-001,Conveyor System,Drive pulley lagging worn — belt slipping under load,Abrasive material carry-back wearing pulley rubber lagging surface,Stop conveyor; Remove worn lagging; Clean pulley face; Apply new ceramic lagging tiles; Allow adhesive cure time; Restart and verify no slip,7.3,"Ceramic lagging tile set, Lagging adhesive (5L), Pulley scraper blade",ENG-113,RESOLVED,2025-07-19
LOG-2025-0127,2025-06-10,RM-001,Rolling Mill,Excessive roll chatter causing surface defects on strip,Third-octave vibration mode excited by rolling speed resonance with backup roll eccentricity,Reduce mill speed by 20%; Measure backup roll roundness; Re-grind backup rolls; Install vibration dampener on housing; Resume speed gradually while monitoring vibration spectrum,20.3,"Backup roll dampener kit, Accelerometer sensor (spare)",ENG-110,RESOLVED,2025-09-05
LOG-2025-0128,2025-06-11,CV-001,Conveyor System,Conveyor motor overheating — thermal protection tripping,Overloaded belt due to upstream crusher producing oversized material,Reduce crusher feed rate; Allow motor to cool; Inspect motor winding insulation; Clean motor cooling fins; Resume at controlled feed rate; Monitor motor temperature,3.2,"Motor cooling fan guard, Temperature relay (replacement), Insulation test probe",ENG-106,RESOLVED,2025-07-20
LOG-2025-0129,2025-06-12,CP-001,Compressor,Compressor discharge pressure oscillating ±30 bar,Suction valve plate cracked causing intermittent valve leak-back,Shut down compressor; Remove valve assembly; Inspect valve plate and seat; Replace cracked valve plate; Lap valve seat; Reassemble and test at rated pressure,13.7,"Suction valve plate (Inconel 718), Valve seat gasket, Valve spring set",ENG-106,RESOLVED,2025-09-05
LOG-2025-0130,2025-06-14,RM-001,Rolling Mill,Hydraulic gap control cylinder leaking,Seal degradation in main gap cylinder due to high-temperature exposure,Depressurise hydraulic circuit; Remove cylinder assembly; Replace primary and secondary seals; Reassemble and bleed circuit; Test gap control response; Resume production,10.4,"Hydraulic cylinder seal kit, O-ring set (Viton), Hydraulic fluid ISO VG68 (20L)",ENG-108,RESOLVED,2025-08-31
LOG-2025-0131,2025-06-16,CV-001,Conveyor System,Drive pulley lagging worn — belt slipping under load,Abrasive material carry-back wearing pulley rubber lagging surface,Stop conveyor; Remove worn lagging; Clean pulley face; Apply new ceramic lagging tiles; Allow adhesive cure time; Restart and verify no slip,13.6,"Ceramic lagging tile set, Lagging adhesive (5L), Pulley scraper blade",ENG-102,MONITORING,2025-06-23
LOG-2025-0132,2025-06-16,BF-002,Blast Furnace,Abnormal tuyere temperature spike above 1450°C,Tuyere nose erosion allowing direct contact with hot metal,Isolate affected tuyere; Reduce blast volume by 15%; Cool tuyere with emergency water injection; Replace tuyere nose assembly; Resume normal blast after thermal stabilisation,15.0,"Tuyere nose assembly, Copper cooling coil, Refractory patch kit",ENG-110,RESOLVED,2025-09-11
LOG-2025-0133,2025-06-20,CV-001,Conveyor System,Belt splice failure — belt torn at vulcanised joint,Fatigue failure of vulcanised splice after exceeding design life cycles,Emergency stop; Secure belt ends; Cut damaged section; Prepare new splice with vulcanising press; Cure for specified time; Tension belt and test,17.6,"Splice rubber sheet, Vulcanising press consumable kit, Belt clamp set",ENG-107,MONITORING,2025-06-25
LOG-2025-0134,2025-06-23,HS-001,Hydraulic System,Hydraulic oil temperature exceeding 75°C in main reservoir,Oil cooler heat exchanger fouling reducing cooling efficiency,Reduce system load; Bypass and clean oil cooler with chemical flush; Inspect cooler tubes for corrosion; Top up hydraulic oil level; Verify temperature stabilises below 60°C,8.0,"Heat exchanger cleaning kit, Hydraulic oil ISO VG46 (100L), Temperature sensor",ENG-103,RESOLVED,2025-08-18
LOG-2025-0135,2025-06-23,CV-001,Conveyor System,Conveyor belt tracking off-centre by 50 mm,Misaligned return idler bracket allowing belt drift under load,Stop conveyor; Realign return idlers using belt tracking tool; Adjust take-up tension; Run empty for 15 minutes to verify tracking; Resume loaded operation,2.7,"Return idler roller (Ø127 mm), Tracking frame bracket, Belt tension gauge",ENG-111,MONITORING,2025-07-07
LOG-2025-0136,2025-06-25,EAF-001,Electric Arc Furnace,Electrode arm vibration above 4.5 mm/s during melting phase,Electrode holder clamp loosening due to thermal cycling fatigue,Reduce power input; Inspect electrode holder clamps; Retorque clamp bolts to specification; Replace damaged spring washers; Resume power ramp-up gradually,5.5,"Electrode clamp bolt set (Grade 10.9), Spring washer pack, Anti-seize compound",ENG-108,RESOLVED,2025-08-25
LOG-2025-0137,2025-06-30,BF-001,Blast Furnace,Abnormal pressure drop across furnace throat,Scaffold formation in burden column restricting gas flow,Reduce charging rate; Increase tuyere velocity to break scaffold; Monitor pressure recovery; Resume normal charging once stable; Document scaffold location for pattern analysis,12.0,None required,ENG-102,RESOLVED,2025-08-28
LOG-2025-0138,2025-07-01,CC-001,Continuous Caster,Secondary cooling spray nozzle blockage in Zone 3,Scale build-up in spray headers from unfiltered cooling water,Isolate Zone 3 spray circuit; Backflush headers with descaling solution; Replace blocked nozzles; Install inline water filter; Verify spray pattern with test run,4.4,"Spray nozzle (Zone 3 type, 8x), Inline strainer basket, Descaling chemical (50L)",ENG-112,RESOLVED,2025-09-05
LOG-2025-0139,2025-07-02,RM-001,Rolling Mill,Strip thickness variation exceeding ±0.05 mm tolerance,Work roll crown profile worn unevenly after extended campaign,Remove work rolls; Measure crown profile with profilometer; Re-grind rolls to target crown; Re-install and calibrate AGC system; Run test strip and verify thickness,6.4,None required (roll grinding consumables),ENG-109,RESOLVED,2025-09-29
LOG-2025-0140,2025-07-03,BF-001,Blast Furnace,Hot blast stove dome temperature irregularity,Refractory lining deterioration in stove dome causing heat loss,Switch to standby stove; Cool affected stove to safe temperature; Inspect refractory integrity with IR camera; Patch damaged refractory sections; Cure refractory for 48 hours; Restart stove on low firing,70.8,"High alumina refractory bricks, Refractory mortar, Ceramic fibre blanket",ENG-111,MONITORING,2025-07-06
LOG-2025-0141,2025-07-04,CV-001,Conveyor System,Conveyor motor overheating — thermal protection tripping,Overloaded belt due to upstream crusher producing oversized material,Reduce crusher feed rate; Allow motor to cool; Inspect motor winding insulation; Clean motor cooling fins; Resume at controlled feed rate; Monitor motor temperature,6.9,"Motor cooling fan guard, Temperature relay (replacement), Insulation test probe",ENG-114,RESOLVED,2025-08-29
LOG-2025-0142,2025-07-04,CC-001,Continuous Caster,Strand misalignment detected — slab edge cracking,Segment roll bearing failure causing strand guide misalignment,Stop casting on affected strand; Realign segment rolls using laser tracker; Replace failed bearing; Verify roll gap settings; Resume casting with close monitoring,18.8,"Segment roll bearing (NTN 23232), Alignment target set, Roll gap gauge",ENG-105,MONITORING,2025-07-11
LOG-2025-0143,2025-07-05,RM-002,Rolling Mill,Motor drive inverter fault alarm on stand #1,IGBT module failure in variable frequency drive caused by power surge,Bypass failed stand; Inspect inverter module; Replace IGBT power module; Test gate driver signals; Clear fault codes; Verify drive response under load,23.4,"IGBT module (Infineon FF600R12ME4), Gate driver board, DC bus capacitor",ENG-111,RESOLVED,2025-08-26
LOG-2025-0144,2025-07-05,HS-001,Hydraulic System,Hydraulic oil temperature exceeding 75°C in main reservoir,Oil cooler heat exchanger fouling reducing cooling efficiency,Reduce system load; Bypass and clean oil cooler with chemical flush; Inspect cooler tubes for corrosion; Top up hydraulic oil level; Verify temperature stabilises below 60°C,7.0,"Heat exchanger cleaning kit, Hydraulic oil ISO VG46 (100L), Temperature sensor",ENG-101,MONITORING,2025-07-16
LOG-2025-0145,2025-07-10,CC-001,Continuous Caster,Secondary cooling spray nozzle blockage in Zone 3,Scale build-up in spray headers from unfiltered cooling water,Isolate Zone 3 spray circuit; Backflush headers with descaling solution; Replace blocked nozzles; Install inline water filter; Verify spray pattern with test run,8.5,"Spray nozzle (Zone 3 type, 8x), Inline strainer basket, Descaling chemical (50L)",ENG-106,RESOLVED,2025-08-17
LOG-2025-0146,2025-07-10,RM-002,Rolling Mill,Bearing overheating on work roll stand #3,Insufficient lubrication flow to bearing housing due to blocked grease line,Stop mill immediately; Remove bearing housing cover; Flush blocked grease line with solvent; Replace grease cartridge; Verify flow to each bearing point; Restart mill at reduced speed,8.5,"EP2 grease cartridge (6x), Grease line filter element, Bearing seal ring",ENG-104,RESOLVED,2025-10-02
LOG-2025-0147,2025-07-10,EAF-001,Electric Arc Furnace,Roof delta section refractory erosion detected,Excessive slag splashing during oxygen lancing damaging delta refractory,Delay next heat; Cool furnace to safe temperature; Gunite damaged delta section; Allow curing time; Adjust oxygen lance angle for future heats; Resume melting,23.3,"High-MgO gunning mix (500 kg), Delta refractory bricks, Furnace roof gasket",ENG-113,RESOLVED,2025-08-18
LOG-2025-0148,2025-07-11,RM-001,Rolling Mill,Bearing overheating on work roll stand #3,Insufficient lubrication flow to bearing housing due to blocked grease line,Stop mill immediately; Remove bearing housing cover; Flush blocked grease line with solvent; Replace grease cartridge; Verify flow to each bearing point; Restart mill at reduced speed,7.2,"EP2 grease cartridge (6x), Grease line filter element, Bearing seal ring",ENG-103,RESOLVED,2025-10-02
LOG-2025-0149,2025-07-11,EAF-001,Electric Arc Furnace,Transformer overcurrent trip during bore-in phase,Short circuit between electrode tips due to scrap collapse in furnace,Reset transformer protection relay; Inspect electrode tips for damage; Re-position electrodes; Restart bore-in at reduced power; Gradually increase to full power,2.7,"Electrode tip section (UHP grade), Protection relay fuse set",ENG-112,MONITORING,2025-07-18
LOG-2025-0150,2025-07-11,CV-001,Conveyor System,Belt splice failure — belt torn at vulcanised joint,Fatigue failure of vulcanised splice after exceeding design life cycles,Emergency stop; Secure belt ends; Cut damaged section; Prepare new splice with vulcanising press; Cure for specified time; Tension belt and test,13.8,"Splice rubber sheet, Vulcanising press consumable kit, Belt clamp set",ENG-104,RESOLVED,2025-08-28
LOG-2025-0151,2025-07-12,RM-002,Rolling Mill,Bearing overheating on work roll stand #3,Insufficient lubrication flow to bearing housing due to blocked grease line,Stop mill immediately; Remove bearing housing cover; Flush blocked grease line with solvent; Replace grease cartridge; Verify flow to each bearing point; Restart mill at reduced speed,8.2,"EP2 grease cartridge (6x), Grease line filter element, Bearing seal ring",ENG-103,RESOLVED,2025-08-15
LOG-2025-0152,2025-07-14,RM-002,Rolling Mill,Hydraulic gap control cylinder leaking,Seal degradation in main gap cylinder due to high-temperature exposure,Depressurise hydraulic circuit; Remove cylinder assembly; Replace primary and secondary seals; Reassemble and bleed circuit; Test gap control response; Resume production,17.0,"Hydraulic cylinder seal kit, O-ring set (Viton), Hydraulic fluid ISO VG68 (20L)",ENG-102,MONITORING,2025-07-26
LOG-2025-0153,2025-07-18,BF-002,Blast Furnace,Hot blast stove dome temperature irregularity,Refractory lining deterioration in stove dome causing heat loss,Switch to standby stove; Cool affected stove to safe temperature; Inspect refractory integrity with IR camera; Patch damaged refractory sections; Cure refractory for 48 hours; Restart stove on low firing,59.6,"High alumina refractory bricks, Refractory mortar, Ceramic fibre blanket",ENG-106,MONITORING,2025-07-25
LOG-2025-0154,2025-07-18,BF-002,Blast Furnace,Excessive vibration detected on blast furnace blower unit,Bearing wear on main blower shaft due to misalignment after last overhaul,Emergency shutdown of blower; Measure bearing clearances; Re-align shaft using laser alignment tool; Replace worn bearing set; Run at 50% capacity for 2 hours; Verify vibration within spec,21.4,"SKF 6320 bearing set, Alignment shim pack, Coupling gasket",ENG-111,RESOLVED,2025-08-31
LOG-2025-0155,2025-07-18,CP-001,Compressor,Oil carry-over into compressed air system,Piston ring wear allowing excessive oil migration past compression stage,Shut down compressor; Disassemble compression stage; Measure piston ring gaps; Replace worn rings and cylinder liner; Reassemble and test oil carry-over rate,16.4,"Piston ring set (3-ring), Cylinder liner, Coalescing filter element",ENG-106,RESOLVED,2025-08-24
LOG-2025-0156,2025-07-20,BF-001,Blast Furnace,Hot blast stove dome temperature irregularity,Refractory lining deterioration in stove dome causing heat loss,Switch to standby stove; Cool affected stove to safe temperature; Inspect refractory integrity with IR camera; Patch damaged refractory sections; Cure refractory for 48 hours; Restart stove on low firing,65.7,"High alumina refractory bricks, Refractory mortar, Ceramic fibre blanket",ENG-114,RESOLVED,2025-09-02
LOG-2025-0157,2025-07-21,CC-001,Continuous Caster,Tundish nozzle clogging during long sequence casting,Alumina inclusion build-up on nozzle inner wall from high-aluminium steel grade,Switch to standby tundish; Remove clogged nozzle; Clean with oxygen lancing; Replace with argon-purged nozzle; Adjust steel composition to reduce alumina formation,10.0,"Submerged entry nozzle (zirconia-graphite), Argon purge plug, Tundish lining patch",ENG-110,ESCALATED,2025-07-23
LOG-2025-0158,2025-07-23,BF-001,Blast Furnace,Charging skip hoist motor tripping on overcurrent,Worn skip wheel bearings increasing mechanical load beyond motor rating,Lock out skip hoist; Inspect skip wheels and track; Replace worn wheel bearings; Lubricate track; Test motor current draw under load; Return to service,12.9,"Skip wheel bearing (pair), Track lubricant cartridge, Motor contactor",ENG-107,ESCALATED,2025-07-26
LOG-2025-0159,2025-07-25,CV-001,Conveyor System,Conveyor motor overheating — thermal protection tripping,Overloaded belt due to upstream crusher producing oversized material,Reduce crusher feed rate; Allow motor to cool; Inspect motor winding insulation; Clean motor cooling fins; Resume at controlled feed rate; Monitor motor temperature,5.3,"Motor cooling fan guard, Temperature relay (replacement), Insulation test probe",ENG-112,MONITORING,2025-07-28
LOG-2025-0160,2025-07-27,EAF-001,Electric Arc Furnace,Electrode arm vibration above 4.5 mm/s during melting phase,Electrode holder clamp loosening due to thermal cycling fatigue,Reduce power input; Inspect electrode holder clamps; Retorque clamp bolts to specification; Replace damaged spring washers; Resume power ramp-up gradually,5.5,"Electrode clamp bolt set (Grade 10.9), Spring washer pack, Anti-seize compound",ENG-108,RESOLVED,2025-09-19
LOG-2025-0161,2025-07-28,CC-001,Continuous Caster,Strand misalignment detected — slab edge cracking,Segment roll bearing failure causing strand guide misalignment,Stop casting on affected strand; Realign segment rolls using laser tracker; Replace failed bearing; Verify roll gap settings; Resume casting with close monitoring,21.7,"Segment roll bearing (NTN 23232), Alignment target set, Roll gap gauge",ENG-115,RESOLVED,2025-09-02
LOG-2025-0162,2025-07-30,EAF-001,Electric Arc Furnace,Roof delta section refractory erosion detected,Excessive slag splashing during oxygen lancing damaging delta refractory,Delay next heat; Cool furnace to safe temperature; Gunite damaged delta section; Allow curing time; Adjust oxygen lance angle for future heats; Resume melting,21.6,"High-MgO gunning mix (500 kg), Delta refractory bricks, Furnace roof gasket",ENG-112,MONITORING,2025-08-13
LOG-2025-0163,2025-07-30,EAF-001,Electric Arc Furnace,Excessive dust emission from furnace roof during charging,Canopy hood extraction fan motor failure reducing suction,Suspend charging; Inspect extraction fan motor; Replace burned motor winding; Balance fan impeller; Restart extraction system; Verify negative pressure in canopy,9.1,"Fan motor (75 kW, 4-pole), V-belt set, Impeller balance weight set",ENG-102,MONITORING,2025-08-06
LOG-2025-0164,2025-08-01,EAF-001,Electric Arc Furnace,Roof delta section refractory erosion detected,Excessive slag splashing during oxygen lancing damaging delta refractory,Delay next heat; Cool furnace to safe temperature; Gunite damaged delta section; Allow curing time; Adjust oxygen lance angle for future heats; Resume melting,23.0,"High-MgO gunning mix (500 kg), Delta refractory bricks, Furnace roof gasket",ENG-107,RESOLVED,2025-09-21
LOG-2025-0165,2025-08-03,CP-001,Compressor,Inter-stage cooler outlet temperature above 85°C,Tube fouling in air-cooled inter-stage heat exchanger,Reduce compressor load to 60%; Clean cooler tubes with compressed air; Inspect fins for damage; Replace damaged fin sections; Resume full load and verify outlet temp,5.0,"Cooler fin section (spare), Tube cleaning lance, Temperature gauge",ENG-104,RESOLVED,2025-09-13
LOG-2025-0166,2025-08-06,EAF-001,Electric Arc Furnace,Electrode arm vibration above 4.5 mm/s during melting phase,Electrode holder clamp loosening due to thermal cycling fatigue,Reduce power input; Inspect electrode holder clamps; Retorque clamp bolts to specification; Replace damaged spring washers; Resume power ramp-up gradually,5.0,"Electrode clamp bolt set (Grade 10.9), Spring washer pack, Anti-seize compound",ENG-101,ESCALATED,2025-08-09
LOG-2025-0167,2025-08-06,BF-001,Blast Furnace,Cooling water leak detected at furnace belly region,Corrosion-induced pinhole leak in cooling stave pipe,Reduce furnace load; Isolate leaking stave segment; Apply emergency clamp repair; Schedule permanent stave replacement during next planned outage; Monitor water loss rate,8.1,"Emergency pipe clamp, Cooling stave segment, Gasket set, Corrosion inhibitor",ENG-104,RESOLVED,2025-10-24
LOG-2025-0168,2025-08-08,CP-001,Compressor,Abnormal knocking noise from compressor crankcase,Connecting rod big-end bearing wear exceeding 0.15 mm clearance,Emergency shutdown; Drain crankcase oil; Remove crankcase cover; Measure bearing clearances; Replace con-rod bearing shells; Refill oil; Run-in at no load for 1 hour,18.8,"Con-rod bearing shell set, Crankcase gasket, Compressor oil SAE 30 (40L)",ENG-105,ESCALATED,2025-08-11
LOG-2025-0169,2025-08-10,CP-001,Compressor,Oil carry-over into compressed air system,Piston ring wear allowing excessive oil migration past compression stage,Shut down compressor; Disassemble compression stage; Measure piston ring gaps; Replace worn rings and cylinder liner; Reassemble and test oil carry-over rate,16.4,"Piston ring set (3-ring), Cylinder liner, Coalescing filter element",ENG-106,RESOLVED,2025-11-06
LOG-2025-0170,2025-08-10,HS-001,Hydraulic System,Hydraulic oil temperature exceeding 75°C in main reservoir,Oil cooler heat exchanger fouling reducing cooling efficiency,Reduce system load; Bypass and clean oil cooler with chemical flush; Inspect cooler tubes for corrosion; Top up hydraulic oil level; Verify temperature stabilises below 60°C,6.6,"Heat exchanger cleaning kit, Hydraulic oil ISO VG46 (100L), Temperature sensor",ENG-111,RESOLVED,2025-09-24
LOG-2025-0171,2025-08-11,EAF-001,Electric Arc Furnace,Transformer overcurrent trip during bore-in phase,Short circuit between electrode tips due to scrap collapse in furnace,Reset transformer protection relay; Inspect electrode tips for damage; Re-position electrodes; Restart bore-in at reduced power; Gradually increase to full power,3.5,"Electrode tip section (UHP grade), Protection relay fuse set",ENG-112,MONITORING,2025-08-24
LOG-2025-0172,2025-08-12,CV-001,Conveyor System,Conveyor belt tracking off-centre by 50 mm,Misaligned return idler bracket allowing belt drift under load,Stop conveyor; Realign return idlers using belt tracking tool; Adjust take-up tension; Run empty for 15 minutes to verify tracking; Resume loaded operation,4.3,"Return idler roller (Ø127 mm), Tracking frame bracket, Belt tension gauge",ENG-106,RESOLVED,2025-11-10
LOG-2025-0173,2025-08-15,CV-001,Conveyor System,Conveyor belt tracking off-centre by 50 mm,Misaligned return idler bracket allowing belt drift under load,Stop conveyor; Realign return idlers using belt tracking tool; Adjust take-up tension; Run empty for 15 minutes to verify tracking; Resume loaded operation,4.1,"Return idler roller (Ø127 mm), Tracking frame bracket, Belt tension gauge",ENG-111,RESOLVED,2025-11-02
LOG-2025-0174,2025-08-15,EAF-001,Electric Arc Furnace,Electrode arm vibration above 4.5 mm/s during melting phase,Electrode holder clamp loosening due to thermal cycling fatigue,Reduce power input; Inspect electrode holder clamps; Retorque clamp bolts to specification; Replace damaged spring washers; Resume power ramp-up gradually,6.7,"Electrode clamp bolt set (Grade 10.9), Spring washer pack, Anti-seize compound",ENG-103,RESOLVED,2025-10-06
LOG-2025-0175,2025-08-17,RM-001,Rolling Mill,Bearing overheating on work roll stand #3,Insufficient lubrication flow to bearing housing due to blocked grease line,Stop mill immediately; Remove bearing housing cover; Flush blocked grease line with solvent; Replace grease cartridge; Verify flow to each bearing point; Restart mill at reduced speed,6.5,"EP2 grease cartridge (6x), Grease line filter element, Bearing seal ring",ENG-107,RESOLVED,2025-10-15
LOG-2025-0176,2025-08-18,EAF-001,Electric Arc Furnace,Excessive dust emission from furnace roof during charging,Canopy hood extraction fan motor failure reducing suction,Suspend charging; Inspect extraction fan motor; Replace burned motor winding; Balance fan impeller; Restart extraction system; Verify negative pressure in canopy,12.9,"Fan motor (75 kW, 4-pole), V-belt set, Impeller balance weight set",ENG-103,RESOLVED,2025-11-15
LOG-2025-0177,2025-08-22,BF-002,Blast Furnace,Hot blast stove dome temperature irregularity,Refractory lining deterioration in stove dome causing heat loss,Switch to standby stove; Cool affected stove to safe temperature; Inspect refractory integrity with IR camera; Patch damaged refractory sections; Cure refractory for 48 hours; Restart stove on low firing,92.3,"High alumina refractory bricks, Refractory mortar, Ceramic fibre blanket",ENG-102,RESOLVED,2025-10-05
LOG-2025-0178,2025-08-23,CP-001,Compressor,Inter-stage cooler outlet temperature above 85°C,Tube fouling in air-cooled inter-stage heat exchanger,Reduce compressor load to 60%; Clean cooler tubes with compressed air; Inspect fins for damage; Replace damaged fin sections; Resume full load and verify outlet temp,4.6,"Cooler fin section (spare), Tube cleaning lance, Temperature gauge",ENG-107,MONITORING,2025-08-31
LOG-2025-0179,2025-08-28,BF-002,Blast Furnace,Excessive vibration detected on blast furnace blower unit,Bearing wear on main blower shaft due to misalignment after last overhaul,Emergency shutdown of blower; Measure bearing clearances; Re-align shaft using laser alignment tool; Replace worn bearing set; Run at 50% capacity for 2 hours; Verify vibration within spec,23.1,"SKF 6320 bearing set, Alignment shim pack, Coupling gasket",ENG-104,RESOLVED,2025-10-14
LOG-2025-0180,2025-09-01,BF-002,Blast Furnace,Cooling water leak detected at furnace belly region,Corrosion-induced pinhole leak in cooling stave pipe,Reduce furnace load; Isolate leaking stave segment; Apply emergency clamp repair; Schedule permanent stave replacement during next planned outage; Monitor water loss rate,15.6,"Emergency pipe clamp, Cooling stave segment, Gasket set, Corrosion inhibitor",ENG-110,ESCALATED,2025-09-02
LOG-2025-0181,2025-09-02,HS-001,Hydraulic System,Hydraulic oil temperature exceeding 75°C in main reservoir,Oil cooler heat exchanger fouling reducing cooling efficiency,Reduce system load; Bypass and clean oil cooler with chemical flush; Inspect cooler tubes for corrosion; Top up hydraulic oil level; Verify temperature stabilises below 60°C,4.8,"Heat exchanger cleaning kit, Hydraulic oil ISO VG46 (100L), Temperature sensor",ENG-101,RESOLVED,2025-11-28
LOG-2025-0182,2025-09-03,CC-001,Continuous Caster,Secondary cooling spray nozzle blockage in Zone 3,Scale build-up in spray headers from unfiltered cooling water,Isolate Zone 3 spray circuit; Backflush headers with descaling solution; Replace blocked nozzles; Install inline water filter; Verify spray pattern with test run,9.1,"Spray nozzle (Zone 3 type, 8x), Inline strainer basket, Descaling chemical (50L)",ENG-110,RESOLVED,2025-10-27
LOG-2025-0183,2025-09-04,RM-001,Rolling Mill,Bearing overheating on work roll stand #3,Insufficient lubrication flow to bearing housing due to blocked grease line,Stop mill immediately; Remove bearing housing cover; Flush blocked grease line with solvent; Replace grease cartridge; Verify flow to each bearing point; Restart mill at reduced speed,7.8,"EP2 grease cartridge (6x), Grease line filter element, Bearing seal ring",ENG-107,RESOLVED,2025-11-20
LOG-2025-0184,2025-09-05,BF-002,Blast Furnace,Excessive vibration detected on blast furnace blower unit,Bearing wear on main blower shaft due to misalignment after last overhaul,Emergency shutdown of blower; Measure bearing clearances; Re-align shaft using laser alignment tool; Replace worn bearing set; Run at 50% capacity for 2 hours; Verify vibration within spec,32.4,"SKF 6320 bearing set, Alignment shim pack, Coupling gasket",ENG-104,ESCALATED,2025-09-08
LOG-2025-0185,2025-09-06,BF-001,Blast Furnace,Excessive vibration detected on blast furnace blower unit,Bearing wear on main blower shaft due to misalignment after last overhaul,Emergency shutdown of blower; Measure bearing clearances; Re-align shaft using laser alignment tool; Replace worn bearing set; Run at 50% capacity for 2 hours; Verify vibration within spec,32.8,"SKF 6320 bearing set, Alignment shim pack, Coupling gasket",ENG-109,RESOLVED,2025-10-24
